,consumo_laminados_guatemala,prod_laminados_cuba,consumo_largos_república_dominicana,consumo_laminados_chile,impo_laminados_el_salvador,PRECIO_TERMINADOS_platePlacaDeHoja,precio_Chicago - Shredded Auto,prod_laminados_brasil,consumo_tubos sin costura_ecuador,consumo_laminados_argentina,impo_laminados_honduras,consumo_laminados_venezuela,CNA_Planchón,CNA_PLANOS,Fecha
0,70.643713,9.18,36.63,240.9870277674988,41.8601242,36.0625,325.0,1923.0,3.805159189999999,420.2788333333333,32.13822788000002,14.227417,346817.52203999995,1334947.1380915365,2018-01
1,55.088375,8.16,38.85,221.6267942675001,17.001200439999998,40.25,325.0,1861.0,3.1563263500000067,473.0798333333333,30.200614600000005,23.328515,280760.1024699999,1236831.8997944363,2018-02
2,65.90595699999999,7.140000000000001,39.96,234.5987768775001,33.1045724,45.2,360.0,2130.0,8.100545790000007,447.15783333333326,38.24555293,24.711448,296948.4643,1432076.7084073364,2018-03
3,66.458827,9.18,37.185,225.0246121875001,47.87112367000001,47.0,380.0,2038.0,11.873830610000006,472.87883333333326,26.215780840000004,21.273352000000003,336959.5158944001,1404092.7408091864,2018-04
4,78.03269599999999,9.18,35.52,238.38370653750025,33.664367260000006,46.3125,370.0,2026.0,15.14018123,459.0778333333332,30.784989429999992,15.167425,387738.6219244001,1389706.4116971362,2018-05
5,70.22833800000001,9.486,38.85,238.7491689875003,38.32314349,47.2,370.0,1918.0,6.572713850000003,349.6808333333332,51.83194276999999,12.018906,276980.696936,1354996.7937903362,2018-06
6,70.50234700000001,11.22,42.18000000000001,122.44990597749948,31.66320735,48.0,370.0,1947.0,12.151088029999991,390.4398333333333,33.64431763999999,10.214375,201946.8816372,1312643.4733732364,2018-07
7,53.378387,11.22,41.07,316.4658324275002,49.876944,47.8,350.0,1906.0,8.045938069999995,439.9798333333332,20.84232348,11.831537,247655.3605404,1313056.2002931766,2018-08
8,100.769,9.18,38.85,201.2697825674984,33.66624935000001,48.5,325.0,2107.0,10.128287040000007,383.16983333333326,61.89118288000002,13.012953,245740.67589250003,1217972.0905227363,2018-09
9,78.30102600000001,10.2,37.74,245.66289363750013,25.1568074,48.125,335.0,2129.0,9.139006709999997,363.1398333333333,30.99534275,8.362939,290991.42616730003,1371370.7365140363,2018-10
10,95.008553,11.22,39.96,198.67572295750065,31.44941991,49.4,355.0,2054.0,6.466689760000005,356.46883333333324,38.58774742,8.399999999999999,128152.75413239998,1350309.5946107365,2018-11
11,88.41454900000001,11.22,35.52,292.1057758075012,25.24627579,49.375,355.0,1657.0,7.450452180000011,270.14783333333327,37.06285468999999,7.591964,215783.67129030003,1242262.7376348365,2018-12
12,85.890796,9.3636,40.65930000000001,244.8854672966665,42.567180500000006,48.75,325.0,1906.685,10.457432849999996,312.1334166666667,30.65366197,4.48035613266396,281787.8073494,1320084.7190943332,2019-01
13,79.272047,8.3232,43.1235,276.52707808666577,34.557418,47.75,325.0,1865.086,10.467960190000005,227.03541666666663,49.48640784000002,15.171941826263303,306346.4191144,1195988.6153340333,2019-02
14,64.017853,7.282800000000001,44.3556,282.28307434666624,34.550574639999994,46.7,345.0,2060.097,10.5918799,343.5854166666667,30.71774887999999,12.138149277603048,237119.6601819,1333040.1745732331,2019-03
15,95.072998,9.3636,41.27535,158.32365182666683,35.457984,45.75,322.0,1941.502,10.317275460000015,392.03841666666665,35.59575489999999,16.48878317889075,315840.7797221,1371961.0061993331,2019-04
16,90.778168,9.3636,39.427200000000006,246.96077865666643,48.1221516,43.0,292.0,2010.469,12.960674100000016,364.2544166666667,43.29811719,9.920491970363738,247597.4935027,1322230.616444033,2019-05
17,63.433473,9.67572,43.12350000000001,200.1166186766664,37.20479069,38.875,262.0,1801.014,2.629930629999998,327.85141666666664,32.453602139999994,6.945024,300562.0000583,1125298.0457771332,2019-06
18,95.035852,11.444400000000002,46.819800000000015,222.42966503666585,38.06628123,36.25,262.0,1894.312,10.203372940000012,350.8474166666667,36.150734010000015,9.92232,240198.5168208,1285139.7652802332,2019-07
19,87.333207,11.444400000000002,45.587700000000005,265.17802055666743,23.59802519,35.5,282.0,1895.443,6.340610450000011,373.98741666666666,36.38633212999999,10.932272,279843.3225449,1362847.6890279334,2019-08
20,56.48300399999999,9.3636,43.1235,212.4235697166674,37.79866507,34.375,252.0,1969.295,4.139164030000016,347.8694166666666,22.733120329999995,11.289726,234354.7280597,1267734.8537925333,2019-09
21,108.81574900000004,10.404,41.8914,237.56670933666769,17.84522769,32.625,217.0,1886.739,4.052911760000008,396.6094166666667,14.49238529,10.827472,431619.3662814,1275671.642875333,2019-10
22,75.73864699999999,11.444400000000002,44.3556,221.1923172766676,30.74760206,30.125,237.0,1774.398,4.38860572000001,254.11441666666664,38.50585677,10.747055,157528.83956649998,1168926.1564300333,2019-11
23,89.114044,11.444400000000002,39.427200000000006,253.11304918666616,33.91541523,31.4,267.0,1482.443,4.860390500000003,228.6734166666667,40.72359990000001,11.125471,161208.671078,1296509.3087876334,2019-12
24,100.693442,9.550872,45.13182300000001,259.0968649999995,33.250373999999994,32.0,297.0,2042.982,11.247195,272.5063333333334,41.695736,8.305637176030762,241693.2737688,1313785.9094578698,2020-01
25,98.002917,8.489664,47.867085,253.45708200000016,32.77902,31.0,277.0,1898.458,13.533463,215.4353333333333,32.277444,7.739260276687505,226667.456926,1058627.4343093,2020-02
26,100.9267842,8.8454808,39.7278324,220.188609240001,43.533534,30.625,277.0,1902.559,11.935412,252.0053333333333,42.587871,9.61312207318656,307274.8030396,1245373.08680317,2020-03
27,84.7533062,4.4810028,22.1211234,168.6308049,17.412247,29.375,252.0,1278.48,3.428158,103.16433333333336,56.217643,5.532654420984138,259280.431355,1184626.31015267,2020-04
28,67.8606644,3.6360246,18.2860068,206.53803138000072,26.817454,27.3,265.0,1432.067,5.736422999999999,185.82333333333327,12.974975999999998,3.3067225694477607,171002.50001800002,1000944.8526787902,2020-05
29,49.36540175999999,2.8270847000000003,13.3558271,186.24798500000009,28.405162,26.9375,255.0,1549.992,-0.2523819999999999,251.01033333333336,27.047577,1.239706303180923,136367.17008799998,870787.0128831698,2020-06
30,40.521441312,3.9579185800000007,18.69815794,161.24975234,17.15251,26.0,235.0,1656.616,0.333302,299.79533333333336,30.014751,5.115848999999999,174299.53997499996,870091.07588566,2020-07
31,61.90697957535999,6.2588528856000005,27.7163765793,170.14957444000018,24.24148,25.75,235.0,1846.36,4.797801,329.6803333333333,27.896135,8.981160000000001,364915.8982558,965160.45230649,2020-08
32,50.7401380979968,7.005549921552001,29.85656092038225,160.7985180000001,24.296554,26.75,280.0,1972.024,4.61636,371.2513333333334,24.993746,9.440652999999998,272439.9564812,1108793.97118634,2020-09
33,80.16336010323559,8.420750556603842,34.28229787142846,189.6807480000004,33.439825,29.7,280.0,2176.778,0.991028,436.6363333333333,53.416054,12.665729,325452.93275563,1134179.39101977,2020-10
34,67.9554809936651,10.770090216377453,42.286672941499845,142.07049799999967,34.996992,33.125,290.0,1955.506,3.427936,446.0853333333333,39.641835,10.011908,283059.66850260005,1156007.44594047,2020-11
35,113.07057813269785,13.631202303655986,51.309279929573535,249.57827599999789,29.058974000000003,38.375,370.0,2095.458,0.7062009999999999,431.3513333333333,19.436056,9.744155,307486.58124761004,1245207.3854721603,2020-12
36,120.7832276,9.4010544,41.55380460000001,253.0813550591649,44.292691,47.8,415.0,2160.275,2.842089,469.0661666666666,42.611803,8.765547000000002,363617.192152,1187070.7314077392,2021-01
37,96.94990020000002,8.3564928,44.072217,276.8757622391671,30.659855,52.125,400.0,2077.948,2.542412,399.8391666666666,42.350733,7.618669500000001,230777.14098599995,1067631.9920000392,2021-02
38,60.46562808,7.311931200000001,45.3314232,275.5484730891668,35.806562,54.5,450.0,2100.6,2.773504,422.0171666666666,65.798312,4.2908915750000025,285847.2510201,1509378.6329241092,2021-03
39,127.85525456,9.4010544,42.1834077,302.11408345916686,58.190532000000005,58.8,430.0,2247.21,2.522606,383.3351666666667,35.904781,8.139949691666668,371903.80043452,1396649.908881139,2021-04
40,89.2617374,9.4010544,40.294598400000005,294.7395667091662,29.066335,67.375,450.0,2436.644,4.931355,421.42516666666666,71.053532,8.936464922222225,361003.5292504,1416706.494639266,2021-05
41,115.91286920000002,9.71442288,44.07221700000001,268.6302810591668,48.833745,71.875,500.0,2247.923,5.397656,420.5471666666666,45.036127,8.493536356666668,375846.2399031299,1312194.6932108991,2021-06
42,105.733524,11.4901776,47.84983560000001,255.91999787916723,59.90543199999999,77.4,500.0,2286.082,5.81368,437.4691666666666,24.035037,8.39972039116667,329471.29357946,1443857.860024849,2021-07
43,124.0067644,11.4901776,46.590629400000005,226.00244887916728,43.67838999999999,84.0,480.0,2332.23,5.748804000000001,415.3271666666667,89.395177,8.140278101016667,461758.1608485999,1440470.768647036,2021-08
44,78.14961279999999,9.4010544,44.072217,237.8942598791668,22.319486,87.25,470.0,2181.01,3.58068,399.9331666666667,81.425402,8.453825054655002,482469.2766384399,1391460.8996776962,2021-09
45,116.75073999999998,10.445616,42.8130108,369.85657654916594,46.72085148,89.0,480.0,2176.868,4.368322160000003,402.9111666666666,26.49008781,7.974156164051502,426815.82736662,1312460.661269646,2021-10
46,133.6459996,11.4901776,45.3314232,254.477663519168,28.76247771,90.1875,540.0,1946.232,4.135509800000003,430.5271666666667,48.75592785999998,7.916971595916951,393712.33102756,1360045.2887234262,2021-11
47,88.2276462,11.4901776,40.294598400000005,271.85953167916665,41.03462936,90.75,540.0,1770.611,6.559952000000019,434.6021666666666,49.820992390000015,7.858869244387038,402597.00089962,1121146.1768987393,2021-12
48,158.33290970239997,9.4386586176,42.46798830120001,290.66725657000086,38.10430804,90.75,480.0,2016.547,9.484818350000012,400.66508333333337,61.93193457,13.26916617218543,396881.20417628,1225558.914238006,2022-01
49,127.8661423168,8.3899187712,45.041805774,147.58562689999994,46.15265656999999,90.5625,480.0,1878.169,18.29692180999996,355.51108333333326,49.0696521,10.981418171108997,390133.66777503,1237577.663502636,2022-02
50,105.61100842432,7.341178924800001,46.3287145104,252.7471165299992,35.86071216999999,91.5,615.0,2132.596,9.842739570000017,455.7630833333334,42.72288825,12.598427240619031,557560.54256903,1409820.367106096,2022-03
51,72.009021009792,7.55092689408,34.48915413552,229.4366954600001,50.16587692000002,94.55,615.0,2012.479,12.434095100000016,341.2160833333334,40.50397586000001,10.679889776616603,550135.1658550999,1264367.009484666,2022-04
52,95.19989782208,7.55092689408,32.94486365184001,171.47509257000024,32.25294382999999,94.8,540.0,1995.151,4.418442399999996,402.4670833333333,16.585758649999995,6.380207429101864,477081.7976075,1557480.281125926,2022-05
53,44.108054453440005,7.802624457216002,36.03344461920001,213.0882119699997,24.7615561,90.75,490.0,1936.794,8.215625399999993,481.39308333333327,72.78102746,12.283713751000809,607214.5457493,1184941.2912747762,2022-06
54,77.18202096191999,9.22891064832,40.10007622622401,108.66430356999942,16.719397400000002,89.5,460.0,2147.631,8.080921499999972,473.42408333333344,28.89172938999999,15.40298099779419,469650.4222385999,1220822.697658666,2022-07
55,108.41083690815998,9.22891064832,40.473279759780006,203.1141018299998,33.6735449,87.0,435.0,2110.927,5.431916499999996,461.5750833333334,52.89023588000001,22.05996660366693,536786.9621722001,1332258.135298746,2022-08
56,86.39557703871999,7.55092689408,38.2855349079,208.2215946000006,34.9646158,84.25,425.0,1860.389,24.478121519999974,436.4960833333333,65.30268185,11.787558152530185,497733.1829671,1222026.1382099958,2022-09
57,64.16920343039999,8.3899187712,37.19166248196,155.13316144433333,23.3981929,79.25,385.0,2008.772,7.642993209999986,417.18074999999993,33.28402182,19.10541219920994,497479.6145506601,1279028.165043496,2022-10
58,79.21190064704,9.22891064832,39.37940733384,148.7893416043339,28.5539201,78.8,365.0,1910.813,8.771080779999997,424.97075,19.12708348,14.93803669262444,530494.4318433,1220663.029688356,2022-11
59,86.19963251648,9.22891064832,35.003917630080004,160.07749695133316,24.40873038,71.75,385.0,1423.7669999999998,11.423147260000016,433.33775,30.5057074,9.761653717965531,505271.99028711,1154613.852483906,2022-12
60,96.15236336936192,9.44620954449408,42.47733125862628,191.27555880999992,37.51302846,71.0,415.0,1837.123,5.217307699999993,476.06291142430894,17.87940003,11.67939887482996,656792.890153,1322042.12435755,2023-01
61,58.50707601625344,8.396630706216959,45.051714971270286,155.11949036999968,34.76946601,71.0,445.0,1769.962,12.739262589999976,361.92391142430887,60.84287638000001,12.33842911663529,652203.44706494,1303916.69052795,2023-02
62,103.55369382945946,7.34705186793984,46.33890682759229,210.0246248999992,21.65124017,75.375,510.0,1874.099,9.244230510000026,470.8869114243089,65.78765173999999,21.726091867570283,674165.6730881,1553233.0009413,2023-03
63,66.1372092481266,7.2537224115290115,34.41927214870306,221.23143826999984,36.30248418000001,77.0,510.0,1921.1240000000005,5.261982589999997,443.2091884963089,39.62952493000001,10.20428580654336,626597.4648314,1419209.82010772,2023-04
64,94.04315833244294,7.2537224115290115,32.88280607107631,174.82612048,39.958389180000005,77.8,475.0,1895.671,11.070079709999993,435.841188496309,94.80996601,17.217571952804924,673812.3646155399,1567482.4807664598,2023-05
65,98.8609798029526,7.49551315857998,35.984576264295576,158.09832388999982,40.38015942999999,76.0,415.0,1621.779,7.290661250000002,430.5761884963089,29.35018661000001,13.14394185778085,735118.443595,1542009.8652553398,2023-06
66,96.8133224768179,8.865660725202126,40.05465913979809,215.2590915299987,42.48778952,75.0,395.0,1925.452,11.336780589999975,403.9736021140016,61.80073256000001,17.52930377276033,628041.9494072,1667432.63797611,2023-07
67,103.38164282453276,8.865660725202126,40.44326689553909,198.5420486499993,47.61065606,74.9,395.0,1881.516,6.291640600000009,439.9805861140015,44.40893855,11.951458641873648,701043.43543299,1670716.98829867,2023-08
68,102.00951864954472,7.2537224115290115,38.24578333150925,203.30220605999983,23.802020459999994,74.125,395.0,1832.501,2.2745431000000007,400.7445861140016,72.47889738000002,21.73874553193386,687164.3953515999,1574721.88072733,2023-09
69,133.28264512458068,8.059691568365569,37.15746885896528,153.02253521000003,57.96158892,71.1,385.0,1823.862,9.00070775,447.92307551719387,47.20003411,24.216103054842872,571398.1326946,1638523.27081264,2023-10
70,80.50770517450879,8.865660725202126,39.34056483110859,217.98290411000005,22.549940270000004,66.75,405.0,1814.418,7.859500000000003,407.26707551719386,42.480030699,16.751231940212225,683119.93716389,1502093.51852314,2023-11
71,106.9039693494968,8.865660725202126,34.97062701231014,176.71162056999964,37.57922255,66.0,465.0,1653.117,8.800840010000002,268.1210755171939,42.480030699,13.813781211081054,734369.6034498,1420700.1400407,2023-12
